producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,categoria,fuente,gates,url_en_ledger,desc_candidata,foto_candidata
37374,HO32804,AGUA BIDESTILADA INYECTABLE,AGUA BIDESTILADA INYECTABLE,,INYECTABLE,LABORATORIO COFASA S.A.,generico_otro_lab,cobeca,lab_generico,,AGUA OXIG ALVA AL 3% 1L,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28584.jpg
37375,HO1694,AGUA DESTILADA ESTERIL SOLUCION INYECTABLE,AGUA DESTILADA ESTERIL SOLUCION INYECTABLE,,INYECTABLE,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AGUA OXIG ALVA AL 3% 1L,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28584.jpg
37381,ME43288,ALBENDAZOL 400 MG X 10 TABLETAS MASTICABLES,ALBENDAZOL,Albendazol,TABLETAS,CORAL LABORATORIES LTD,generico_otro_lab,cobeca,lab_generico,,ALBENDAZOL 400MG TAB MAST X10 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52550.jpg
37383,ME40605/2,ALBENDAZOL 200 MG X 2 COMPRIMIDOS,ALBENDAZOL,Albendazol,COMPRIMIDOS,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,ALBENDAZOL TAB 200MG X2 PLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17968.jpg
37384,ME40605/3,ALBENDAZOL 200 MG X 6 COMPRIMIDOS,ALBENDAZOL,Albendazol,COMPRIMIDOS,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,ALBENDAZOL TAB 200MG X6 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1526.jpg
37391,ME32131,ALENDRONATO SODICO 70 MG X 4 COMPRIMIDOS,ALENDRONATO SODICO,Alendronico Acido,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,ALENDRONATO SOD TAB 70MG X 4 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50383.jpg
37418,HO23247,AMIKACINA 500 MG / 2 ML X 1 AMPOLLA,AMIKACINA,Amikacina,INYECTABLE,C.A. PRODUCTOS RONAVA,generico_otro_lab,cobeca,lab_generico,,AMIKACINA AMP 500MG/2ML X1 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27450.jpg
37419,HO24946,AMIKACINA 500 MG / 2 ML X 1 AMPOLLA,AMIKACINA,Amikacina,INYECTABLE,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AMIKACINA AMP 500MG/2ML X1 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27450.jpg
37420,HO26424,AMIKACINA 100 MG / 2 ML X 10 AMPOLLAS,AMIKACINA,,INYECTABLE,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AMIKACINA INY IM/IV 100MG/2ML X10 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53493.jpg
37424,ME30206/4,AMLODIPINA 10 MG X 60 COMPRIMIDOS,AMLODIPINA,Amlodipino,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA COMP 10MG X60 DORO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20112.jpg
37425,ME30206/2,AMLODIPINA 10 MG X 10 COMPRIMIDOS,AMLODIPINA,Amlodipino,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA TAB 10MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2419.jpg
37429,ME39126/2,AMLODIPINA 10 MG X 20 TABLETAS,AMLODIPINA,,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA TAB 10MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92638.jpg
