producto_id,nombre,molecula,ref_id,ref_nombre,metodo,atc_id,conflictua_con_otra_lista
37577,BIOCOR AMLO 20 MG - 5 MG X 30 TABLETAS RECUBIERTAS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37577,BIOCOR AMLO 20 MG - 5 MG X 30 TABLETAS RECUBIERTAS,amlodipino,212,Amlodipino,exacto,1879,no
39098,BIOCOR 20 MG X 30 TABLETAS RECUBIERTAS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39524,BIOCORTIN 500 MG X 1 AMPOLLA,bisoprolol,3830,Bisoprolol,exacto,1815,no
37579,BIOCOR 40 MG X 30 TABLETAS RECUBIERTAS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39443,BIOTALOL HCT 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37581,BIOTALOL 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39102,BIOTALOL HCT 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37582,BIOTALOL 1.25 MG X 30 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37583,BIOTALOL 10 MG X 30 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39101,BIOTALOL PE 10 MG - 5 MG COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39103,BIOTALOL PE 5 MG - 10 MG COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37580,BIOTALOL 2.5 MG X 10 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37584,BIPRIN 300 MG X 10 CAPSULAS BLANDAS,piridoxina (vitamina B6),2789,Piridoxina,alias_cima,729,no
37637,CALCIBON 200 MG X 30 TABLETAS RECUBIERTOS,calcio carbonato,572,Calcio Carbonato,exacto,80,no
37645,CALOXPIRINA 81 MG X 30 TABLETAS ENTERICAS,ácido acetilsalicílico,47,Acetilsalicilico Acido,alias_cima,4728,no
37646,CALOXPIRINA 81 MG X 100 TABLETAS ENTERICAS,ácido acetilsalicílico,47,Acetilsalicilico Acido,alias_cima,4728,no
37648,CAMPAL 50 MG X 20 TABLETAS ENTERICAS,captopril,604,Captopril,exacto,1921,no
37665,CANFIR 500 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,cefalexina,668,Cefalexina,exacto,3254,no
37731,CETRAL D 5 MG - 60 MG / 5 ML SOLUCION ORAL,cetirizina,710,Cetirizina,exacto,6544,no
37731,CETRAL D 5 MG - 60 MG / 5 ML SOLUCION ORAL,pseudoefedrina,2938,Pseudoefedrina,exacto,5911,no
,CIFARCAINA AL 1% y AL 2%,lidocaína,2081,Lidocaina,exacto,1297,no
37750,CIPROFLOX 500 MG X 12 TABLETAS RECUBIERTAS,ciprofloxacino,764,Ciprofloxacino,exacto,6356,no
37771,CLARIX 0.25 MG / ML SOLUCION NASAL,claritromicina,801,Claritromicina,exacto,3365,no
37775,CLENBUNAL 0.014 MG / ML SOLUCION ORAL,clenbuterol,4235,Clenbuterol,exacto,5974,no
37787,CLOFEN 1.8 MG / ML SUSPENSION ORAL,diclofenaco,1073,Diclofenaco,exacto,2675,no
37825,CO-SULTRIN 40 MG - 200 MG / 5 ML X 20 SUSPENSION,trimetoprim,3519,Trimetoprima,alias_cima,3319,no
37825,CO-SULTRIN 40 MG - 200 MG / 5 ML X 20 SUSPENSION,sulfametoxazol,3249,Sulfametoxazol,exacto,3333,no
37834,COLYPAN 200 MG X 10 TABLETAS,trimebutina,3514,Trimebutina,exacto,173,no
37838,CORAZEM 60 MG X 20 TABLETAS RECUBIERTAS,diltiazem,1111,Diltiazem,exacto,1906,no
37844,CORENTEL 1.25 MG X 30 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39161,CORENTEL H 5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37846,CORENTEL 5 MG X 10 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
39160,CORENTEL H 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37842,CORENTEL 10 MG X 30 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37843,CORENTEL 1.25 MG X 10 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37841,CORENTEL 10 MG X 10 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37845,CORENTEL 5 MG X 30 COMPRIMIDOS RECUBIERTOS,bisoprolol,3830,Bisoprolol,exacto,1815,no
37860,DALCITRIN 2 % UNGUENTO,miconazol nitrato,2333,Miconazol Nitrato,exacto,456,no
37869,DECOBEL 8 MG / 2 ML SOLUCION INYECTABLE,dexametasona,1034,Dexametasona,exacto,6447,no
37876,DENCOFEN 1.16 % CREMA EN BASE GEL,diclofenaco dietilamina,1074,Diclofenaco Dietilamina,exacto,2675,no
37878,DENUAL 150 MG X 1 COMPRIMIDO RECUBIERTO,ácido ibandrónico,1807,Ibandronico Acido,alias_cima,4828,no
37880,DERAIN 15 % CREMA,ácido azelaico,361,Azelaico Acido,alias_cima,2619,no
37918,DIAGESIC 1.8 MG / ML SUSPENSION ORAL,diclofenaco,1073,Diclofenaco,exacto,2675,no
37959,DIPLOZ 1 MG X 30 TABLETAS RECUBIERTAS,clonazepam,828,Clonazepam,exacto,5143,no
37961,DOBET 2 % - 0.5 % SOLUCION OFTALMICA,ketoconazol,1954,Ketoconazol,exacto,2726,no
37961,DOBET 2 % - 0.5 % SOLUCION OFTALMICA,betametasona,458,Betametasona,exacto,6450,no
37962,DOBRACID 300 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,ácido ursodesoxicólico,3559,Ursodeoxicolico Acido,alias_cima,328,no
37963,DOBRACID 300 MG X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,ácido ursodesoxicólico,3559,Ursodeoxicolico Acido,alias_cima,328,no
37969,DOLAK 10 MG X 10 COMPRIMIDOS,ketorolaco,1956,Ketorolaco,exacto,4590,no
37968,DOLAK 10 MG X 20 COMPRIMIDOS,ketorolaco,1956,Ketorolaco,exacto,4590,no
39489,DOLAK 30 MG X 4 COMPRIMIDOS SUBLINGUALES,ketorolaco,1956,Ketorolaco,exacto,4590,no
37970,DOLAK 20 MG X 10 COMPRIMIDOS RECUBIERTOS,ketorolaco,1956,Ketorolaco,exacto,4590,no
39490,DOLAK 30 MG X 1 COMPRIMIDO SUBLINGUAL,ketorolaco,1956,Ketorolaco,exacto,4590,no
39491,DOLAK 30 MG X 2 COMPRIMIDOS SUBLINGUALES,ketorolaco,1956,Ketorolaco,exacto,4590,no
37971,DOLCAN 9 MG / 5 ML SUSPENSION ORAL,ibuprofeno,3877,Ibuprofeno,exacto,4605,no
37990,DUROVAL 50 MG X 3 TABLETAS RECUBIERTAS,sildenafilo,3165,Sildenafilo,exacto,2984,no
37991,DUROVAL 50 MG X 10 TABLETAS RECUBIERTAS,sildenafilo,3165,Sildenafilo,exacto,2984,no
37988,DUROVAL 50 MG X 2 TABLETAS RECUBIERTAS,sildenafilo,3165,Sildenafilo,exacto,2984,no
37989,DUROVAL 50 MG X 1 TABLETA RECUBIERTA,sildenafilo,3165,Sildenafilo,exacto,2984,no
38109,FLODONT 0.15 % ENJUAGUE BUCAL,bencidamina,416,Bencidamina,exacto,62,SI
38110,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL ATOMIZADORA,benzydamina,416,Bencidamina,alias_cima,62,SI
38110,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL ATOMIZADORA,cetilpiridinio,3925,Cetilpiridinio,exacto,2533,SI
39222,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL,benzydamina,416,Bencidamina,alias_cima,62,no
39222,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL,cetilpiridinio,3925,Cetilpiridinio,exacto,2533,no
38133,FOSFOLIT 21.6 G - 8.1 G / 45 ML SOLUCION ORAL,fosfato disódico,1531,Fosfato Disodio,alias_cima,,SI
38183,GYNODERAIN 0.6 G X 6 OVULOS,clindamicina fosfato,813,Clindamicina Fosfato,exacto,2609,SI
38189,HEXANTFLEM 250 MG / 5 ML SOLUCION ORAL,cefalexina,668,Cefalexina,exacto,3254,SI
38240,ILANA 600 MG X 1 CAPSULA BLANDA VAGINAL,ibuprofeno,3877,Ibuprofeno,exacto,4605,SI
38317,LENTOCILIN 6.3.3 X 1 AMPOLLA,bencilpenicilina benzatínica,424,Bencilpenicilina-benzatina,alias_cima,3220,SI
38317,LENTOCILIN 6.3.3 X 1 AMPOLLA,bencilpenicilina sódica,423,Bencilpenicilina Sodica,exacto,3220,SI
38318,LEPRIT 25 MG X 30 TABLETAS,quetiapina,2948,Quetiapina,exacto,5281,SI
38437,MELIGEN 10 MG X 30 TABLETAS RECUBIERTAS,melatonina,2219,Melatonina,exacto,5417,SI
38494,MIOVIT COMPOSITUM CON LIDOCAINA X 6 AMPOLLAS,tiamina,3384,Tiamina,exacto,710,SI
38494,MIOVIT COMPOSITUM CON LIDOCAINA X 6 AMPOLLAS,piridoxina,2789,Piridoxina,exacto,729,SI
38494,MIOVIT COMPOSITUM CON LIDOCAINA X 6 AMPOLLAS,cianocobalamina,724,Cianocobalamina,exacto,1115,SI
38492,MIOVIT COMPOSITUM CON LIDOCAINA X 3 AMPOLLAS,tiamina,3384,Tiamina,exacto,710,SI
38492,MIOVIT COMPOSITUM CON LIDOCAINA X 3 AMPOLLAS,piridoxina,2789,Piridoxina,exacto,729,SI
38492,MIOVIT COMPOSITUM CON LIDOCAINA X 3 AMPOLLAS,cianocobalamina,724,Cianocobalamina,exacto,1115,SI
38493,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLA,tiamina,3384,Tiamina,exacto,710,SI
38493,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLA,piridoxina,2789,Piridoxina,exacto,729,SI
38493,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLA,cianocobalamina,724,Cianocobalamina,exacto,1115,SI
,MONTRAX 4 MG y 5 MG,montelukast,2375,Montelukast,exacto,6078,no
,NEULEVAL 500 MG y 750 MG,levofloxacino,2067,Levofloxacino,exacto,6358,no
38557,NIPE PLUS GRANULADO PARA SUSPENSION SABOR A FRUTAS TROPICALES,nifedipino,4045,Nifedipino,exacto,1883,SI
38557,NIPE PLUS GRANULADO PARA SUSPENSION SABOR A FRUTAS TROPICALES,enalapril,1227,Enalapril,exacto,1922,SI
38584,OFAFLAN 2 MG / ML SUSPENSION ORAL,ketorolaco trometamol,1957,Ketorolaco Trometamol,exacto,1161,SI
38585,OFTERRA UNGUENTO OFTALMICO,eritromicina,1271,Eritromicina,exacto,2610,SI
38628,OTANOL 50 MG / ML SOLUCION OTICA,dimenhidrinato,1113,Dimenhidrinato,exacto,6190,SI
38642,PASIM 10 MG / ML SOLUCION ORAL,simeticona,3179,Simeticona,exacto,,SI
38643,PASOLAX POLVO PARA SOLUCION ORAL,senósidos,3144,Senosidos A-b,alias_cima,,SI
38653,PEREBRON 28 MG / 5 ML JARABE SABOR A FRAMBUESA,ambroxol,181,Ambroxol,exacto,5950,SI
38654,PEREBRON 28 MG / 5 ML JARABE SABOR MIEL - LIMON,ambroxol,181,Ambroxol,exacto,5950,SI
38655,PERIDONT 0.12 % SOLUCION TOPICA BUCAL,clorhexidina digluconato,850,Clorhexidina Digluconato,exacto,6636,SI
38657,PERTEN 1 % SOLUCION TOPICA,clotrimazol,878,Clotrimazol,exacto,2720,SI
38658,PERTEN 1 % GEL TOPICO,clotrimazol,878,Clotrimazol,exacto,2720,no
38659,PERTEN 1 % SOLUCION ATOMIZADORA PARA USO TOPICO,clotrimazol,878,Clotrimazol,exacto,2720,SI
39340,PERTEN 1 % CREMA,clotrimazol,878,Clotrimazol,exacto,2720,no
38662,PIMADOL 10 MG X 10 TABLETAS RECUBIERTAS,ketorolaco trometamol,1957,Ketorolaco Trometamol,exacto,1161,SI
38674,OTODON 2 % - 5 % SOLUCION GOTAS USO OTICO.,lidocaína,2081,Lidocaina,exacto,1297,SI
38674,OTODON 2 % - 5 % SOLUCION GOTAS USO OTICO.,fenazona,1407,Fenazona,exacto,5040,SI
38677,POTAX 10 MEQ X 100 TABLETAS DE LIBERACION PROLONGADA,cloruro de potasio,874,Cloruro De Potasio,exacto,775,SI
38701,PREVERAL CON CODEINA JARABE,prometazina,2899,Prometazina,exacto,2273,SI
38705,PROVICAR 2 G / 10 ML SOLUCION ORAL,levocarnitina,2062,Levocarnitina,exacto,841,SI
38716,OTIRILIN 4 % - 1 % SOLUCION OTICA,lidocaína,2081,Lidocaina,exacto,1297,SI
38716,OTIRILIN 4 % - 1 % SOLUCION OTICA,fenazona,1407,Fenazona,exacto,5040,SI
38731,RINARIS 2.5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL,cetirizina,710,Cetirizina,exacto,6544,SI
38731,RINARIS 2.5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL,pseudoefedrina,2938,Pseudoefedrina,exacto,5911,SI
38735,RINOMAX 0.25 % - 0.125 % - 0.25 % SOLUCION NASAL,neomicina,2433,Neomicina,exacto,1177,SI
38735,RINOMAX 0.25 % - 0.125 % - 0.25 % SOLUCION NASAL,fenilefrina,1419,Fenilefrina,exacto,1326,SI
38735,RINOMAX 0.25 % - 0.125 % - 0.25 % SOLUCION NASAL,clorfeniramina,847,Clorfeniramina,exacto,2282,SI
38764,SARIFAN COMPOSITUM 0.01 G - 0.25 G X 20 TABLETAS RECUBIERTAS,cafeína,564,Cafeina,exacto,5546,SI
38764,SARIFAN COMPOSITUM 0.01 G - 0.25 G X 20 TABLETAS RECUBIERTAS,ergotamina,1267,Ergotamina,exacto,5080,SI
38838,TAMOA 250 MG / 5 ML X 6 SUSPENSION,pirantel,2783,Pirantel,exacto,5786,SI
38845,TANTUN 0.1 % SOLUCION DUCHA VAGINAL,bencidamina,416,Bencidamina,exacto,62,SI
38860,TIDOR 2 % - 0.5 % SOLUCION OFTALMICA,hidrocortisona,1740,Hidrocortisona,exacto,3090,SI
38880,TONERVOL 5 MG X 30 TABLETAS,escitalopram,1282,Escitalopram,exacto,5485,SI
38884,TRACEVAL 500 MG - 50 MG X 20 TABLETAS,paracetamol,1,Paracetamol,exacto,18,SI
38885,TRACEVAL 325 MG - 37.5 MG X 20 TABLETAS RECUBIERTAS,paracetamol,1,Paracetamol,exacto,18,SI
38896,FLUTIXAIR 250 MCG -25 MCG / DOSIS X 120 SUSPENSION PARA INHALACION ORAL,fluticasona propionato,1498,Fluticasona Propionato,exacto,4951,SI
38908,ULTAMYN 750 MG X 10 TABLETAS RECUBIERTAS,levetiracetam,2056,Levetiracetam,exacto,5164,SI
39410,VITADYN C 500 MG X 30 TABLETAS MASTICABLES SABOR A FRESA,ácido ascórbico (vitamina C),308,Ascorbico Acido,tokens_agnostico_orden,,no
38975,VITENOL CREMA,Retinol,4137,Retinol,exacto,5898,SI
38976,VIZERUL 75 MG X 10 COMPRIMIDOS RECUBIERTOS,clopidogrel,3940,Clopidogrel,exacto,936,SI
38977,VIZERUL 75 MG X 20 COMPRIMIDOS RECUBIERTOS,clopidogrel,3940,Clopidogrel,exacto,936,SI
38978,VIZERUL 150 MG / 10 ML X 10 SOLUCION ORAL,clopidogrel,3940,Clopidogrel,exacto,936,SI
38979,VOLCOFEN 75 MG / 3 ML X 1 AMPOLLA,diclofenaco sódico,1076,Diclofenaco Sodico,exacto,2675,SI
38991,ZILDON 10 MG X 30 TABLETAS RECUBIERTAS,aripiprazol,289,Aripiprazol,exacto,5304,SI
39002,ZOST 50 MG X 1 COMPRIMIDO,losartán potásico,2132,Losartan Potasico,exacto,1968,SI
39003,ZOST 50 MG X 2 COMPRIMIDOS,losartán potásico,2132,Losartan Potasico,exacto,1968,SI
39004,ZOST 50 MG X 4 COMPRIMIDOS,losartán potásico,2132,Losartan Potasico,exacto,1968,SI
