id,campo,antes,despues
38993,nombre_comercial,"VITADYN C ZINC 500mg - 7,5mg X 30 CÁPSULAS",VITADYN C ZINC 500 MG - 7.5 MG X 30 CAPSULAS
38993,presentacion,X 30 CÁPSULAS,X 30 CAPSULAS
38994,nombre_comercial,"VITADYN C ZINC 500mg - 7,5mg X 60 CÁPSULAS",VITADYN C ZINC 500 MG - 7.5 MG X 60 CAPSULAS
38994,presentacion,X 60 CÁPSULAS,X 60 CAPSULAS
38996,nombre_comercial,ZOLPIDEX 10 mg X 10 COMPRIMIDOS RECUBIERTOS,ZOLPIDEX 10 MG X 10 COMPRIMIDOS RECUBIERTOS
38997,nombre_comercial,ZOLPIDEX 10 mg X 20 COMPRIMIDOS RECUBIERTOS,ZOLPIDEX 10 MG X 20 COMPRIMIDOS RECUBIERTOS
38998,nombre_comercial,ZONIUM 20 mg X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,ZONIUM 20 MG X 14 CAPSULAS CON MICROGRANULOS ENTERICOS
38999,nombre_comercial,ZONIUM 40 mg X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,ZONIUM 40 MG X 14 CAPSULAS CON MICROGRANULOS ENTERICOS
39000,nombre_comercial,ZONTRICON 100mg/5mL POLVO PARA SUSPENSION,ZONTRICON 100 MG / 5 ML POLVO PARA SUSPENSION
39001,nombre_comercial,"ZOPICLONA 7,5 mg X 10 TABLETAS RECUBIERTAS",ZOPICLONA 7.5 MG X 10 TABLETAS RECUBIERTAS
39002,nombre_comercial,ZOST 50 mg X 1 COMPRIMIDOS,ZOST 50 MG X 1 COMPRIMIDO
39002,presentacion,X 1 COMPRIMIDOS,X 1 COMPRIMIDO
39003,nombre_comercial,ZOST 50 mg X 2 COMPRIMIDOS,ZOST 50 MG X 2 COMPRIMIDOS
39004,nombre_comercial,ZOST 50 mg X 4 COMPRIMIDOS,ZOST 50 MG X 4 COMPRIMIDOS
39006,nombre_comercial,ZYRTEC 10 mg X 20 COMPRIMIDOS RECUBIERTOS,ZYRTEC 10 MG X 20 COMPRIMIDOS RECUBIERTOS
39007,nombre_comercial,ACETAMINOFEN 1000 mg COMPRIMIDOS,ACETAMINOFEN 1000 MG COMPRIMIDOS
39008,nombre_comercial,ACETAMINOFEN 120 mg / 5 mL JARABE,ACETAMINOFEN 120 MG / 5 ML JARABE
39009,nombre_comercial,ACETAMINOFEN 125 mg SUPOSITORIOS,ACETAMINOFEN 125 MG SUPOSITORIOS
39010,nombre_comercial,ACETAMINOFEN 650 mg X 10 TABLETAS,ACETAMINOFEN 650 MG X 10 TABLETAS
39011,nombre_comercial,ACETAMINOFEN 500 mg X 10 TABLETAS,ACETAMINOFEN 500 MG X 10 TABLETAS
39012,nombre_comercial,ACETAMINOFEN 500 mg X 30 TABLETAS,ACETAMINOFEN 500 MG X 30 TABLETAS
39013,nombre_comercial,ACETAMINOFEN 650 mg X 10 COMPRIMIDOS,ACETAMINOFEN 650 MG X 10 COMPRIMIDOS
39014,nombre_comercial,ACETAMINOFEN 120 mg / 5 mL X 10 SOLUCION ORAL,ACETAMINOFEN 120 MG / 5 ML X 10 SOLUCION ORAL
39017,nombre_comercial,ACIDO ACETIL SALICILICO 81 mg X 30 COMPRIMIDOS ENTERICOS,ACIDO ACETIL SALICILICO 81 MG X 30 COMPRIMIDOS ENTERICOS
39018,nombre_comercial,ACIDO FOLICO 10 mg X 20 TABLETAS,ACIDO FOLICO 10 MG X 20 TABLETAS
39019,nombre_comercial,ACIDO FOLICO 10 mg X 30 TABLETAS,ACIDO FOLICO 10 MG X 30 TABLETAS
39020,nombre_comercial,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,ACIDO FOLICO 10 MG / ML SOLUCION ORAL
39021,nombre_comercial,ACIDO FOLICO 10 mg COMPRIMIDOS,ACIDO FOLICO 10 MG COMPRIMIDOS
39022,nombre_comercial,ACIDO FOLICO 5 mg X 30 TABLETAS,ACIDO FOLICO 5 MG X 30 TABLETAS
39023,nombre_comercial,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,ACIDO FOLICO 10 MG / ML SOLUCION ORAL
39025,nombre_comercial,"AIREX 0,05% SOLUCION NASAL",AIREX 0.05 % SOLUCION NASAL
39026,nombre_comercial,"OLOCOF 0,02% SOLUCIÓN OFTÁLMICA ",OLOCOF 0.02 % SOLUCION OFTALMICA
39027,nombre_comercial,AIRON 5 mg X 10 TABLETAS MASTICABLES,AIRON 5 MG X 10 TABLETAS MASTICABLES
39028,nombre_comercial,AIRON 5 mg X 30 TABLETAS MASTICABLES,AIRON 5 MG X 30 TABLETAS MASTICABLES
39029,nombre_comercial,ALBENDAZOL 200 mg X 2 TABLETAS MASTICABLES SABOR A BANANA,ALBENDAZOL 200 MG X 2 TABLETAS MASTICABLES SABOR A BANANA
39030,nombre_comercial,ALBENDAZOL 200 mg X 6 TABLETAS MASTICABLES SABOR A BANANA,ALBENDAZOL 200 MG X 6 TABLETAS MASTICABLES SABOR A BANANA
39031,nombre_comercial,"SECNIDAZOL - ITRACONAZOL 166,66 mg - 33,33 mg X 12 CAPSULAS",SECNIDAZOL - ITRACONAZOL 166.66 MG - 33.33 MG X 12 CAPSULAS
39032,nombre_comercial,ALIPAL FORTE NOCHE 650 mg - 4 mg X 12 CAPSULAS,ALIPAL FORTE NOCHE 650 MG - 4 MG X 12 CAPSULAS
39033,nombre_comercial,ALIVETNOC 500 mg - 3 mg GRANULADO SABOR LIMON - MIEL,ALIVETNOC 500 MG - 3 MG GRANULADO SABOR LIMON - MIEL
39035,nombre_comercial,AMLODIPINA 10 mg X 20 TABLETAS,AMLODIPINA 10 MG X 20 TABLETAS
39036,nombre_comercial,AMLODIPINA 10 mg X 30 TABLETAS,AMLODIPINA 10 MG X 30 TABLETAS
39037,nombre_comercial,AMLODIPINO 10 mg X 20 COMPRIMIDOS,AMLODIPINO 10 MG X 20 COMPRIMIDOS
39038,nombre_comercial,AMLODIPINA - VALSARTAN 10 mg - 160 mg COMPRIMIDOS RECUBIERTOS,AMLODIPINA - VALSARTAN 10 MG - 160 MG COMPRIMIDOS RECUBIERTOS
39039,nombre_comercial,BISOPROLOL FUMARATO - AMLODIPINA 5 mg - 10 mg COMPRIMIDOS,BISOPROLOL FUMARATO - AMLODIPINA 5 MG - 10 MG COMPRIMIDOS
39040,nombre_comercial,AMLODIPINO 5 mg X 20 COMPRIMIDOS,AMLODIPINO 5 MG X 20 COMPRIMIDOS
39041,nombre_comercial,AMLODIPINA 5 mg X 30 TABLETAS,AMLODIPINA 5 MG X 30 TABLETAS
39042,nombre_comercial,AMOVIN 500 mg X 3 TABLETAS RECUBIERTAS,AMOVIN 500 MG X 3 TABLETAS RECUBIERTAS
39043,nombre_comercial,AMOVIN 500 mg X 6 TABLETAS RECUBIERTAS,AMOVIN 500 MG X 6 TABLETAS RECUBIERTAS
39044,nombre_comercial,AMOXICILINA 250 mg / 5 mL POLVO PARA SUSPENSION ORAL,AMOXICILINA 250 MG / 5 ML POLVO PARA SUSPENSION ORAL
39045,nombre_comercial,AMOXICILINA 500 mg X 12 CAPSULAS,AMOXICILINA 500 MG X 12 CAPSULAS
39046,nombre_comercial,AMOXICILINA 750 mg / 5 mL POLVO PARA SUSPENSION ORAL,AMOXICILINA 750 MG / 5 ML POLVO PARA SUSPENSION ORAL
39047,nombre_comercial,AMOXICILINA - ACIDO CLAVULANICO 400 mg - 57 mg / 5 mL  POLVO PARA SUSPENSION ORAL,AMOXICILINA - ACIDO CLAVULANICO 400 MG - 57 MG / 5 ML POLVO PARA SUSPENSION ORAL
39048,nombre_comercial,"AMOXIVALAC 250 mg - 62,5 mg / 5 mL POLVO PARA SUSPENSION ORAL",AMOXIVALAC 250 MG - 62.5 MG / 5 ML POLVO PARA SUSPENSION ORAL
39049,nombre_comercial,"AMOXIVALAC 600 mg – 42,9 mg / 5 mL POLVO PARA SUSPENSIÓN ORAL",AMOXIVALAC 600 MG – 42.9 MG / 5 ML POLVO PARA SUSPENSION ORAL
39050,nombre_comercial,"AMPROVIL 0,5 mg X 30 CAPSULAS.",AMPROVIL 0.5 MG X 30 CAPSULAS.
39051,nombre_comercial,"ANASMOL 2,5 mg COMPRIMIDOS",ANASMOL 2.5 MG COMPRIMIDOS
39052,nombre_comercial,ANGRIP FORTE DIA 650 mg - 2 mg - 20 mg COMPRIMIDOS RECUBIERTOS,ANGRIP FORTE DIA 650 MG - 2 MG - 20 MG COMPRIMIDOS RECUBIERTOS
39053,nombre_comercial,ANGRIP FORTE NOCHE 650 mg - 4 mg COMPRIMIDOS RECUBIERTOS,ANGRIP FORTE NOCHE 650 MG - 4 MG COMPRIMIDOS RECUBIERTOS
39054,nombre_comercial,"ANTAAR 2,5 mg X 30 TABLETAS RECUBIERTAS",ANTAAR 2.5 MG X 30 TABLETAS RECUBIERTAS
39055,nombre_comercial,"ANTAAR 2,5 mg X 10 TABLETAS RECUBIERTAS",ANTAAR 2.5 MG X 10 TABLETAS RECUBIERTAS
39056,nombre_comercial,ANTAAR 5 mg X 30 TABLETAS RECUBIERTAS,ANTAAR 5 MG X 30 TABLETAS RECUBIERTAS
39057,nombre_comercial,"ANTAAR HCT 2,5 mg - 6,25 mg X 30 TABLETAS",ANTAAR HCT 2.5 MG - 6.25 MG X 30 TABLETAS
39058,nombre_comercial,ANTIFOM 125 mg X 10 TABLETAS MASTICABLES,ANTIFOM 125 MG X 10 TABLETAS MASTICABLES
39059,nombre_comercial,ANTIFOM 80 mg / mL SUSPENSION ORAL,ANTIFOM 80 MG / ML SUSPENSION ORAL
39060,nombre_comercial,ANTILAX 2 mg X 10 TABLETAS,ANTILAX 2 MG X 10 TABLETAS
39061,nombre_comercial,APIRET 125 mg SUPOSITORIOS,APIRET 125 MG SUPOSITORIOS
39062,nombre_comercial,APIRET 180 mg / 5 mL  SOLUCION ORAL,APIRET 180 MG / 5 ML SOLUCION ORAL
39063,nombre_comercial,APIRET 250 mg SUPOSITORIOS,APIRET 250 MG SUPOSITORIOS
39064,nombre_comercial,APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 10 TABLETAS,APLACAL 750 MG TABLETAS MASTICABLES SABOR A FRAMBUESA X 10 TABLETAS
39065,nombre_comercial,APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 80 TABLETAS,APLACAL 750 MG TABLETAS MASTICABLES SABOR A FRAMBUESA X 80 TABLETAS
39066,nombre_comercial,APLACAL 750 mg X 10 TABLETAS MASTICABLES SABOR A MENTA,APLACAL 750 MG X 10 TABLETAS MASTICABLES SABOR A MENTA
39067,nombre_comercial,APLACAL 750 mg X 120 TABLETAS MASTICABLES SABOR A MENTA,APLACAL 750 MG X 120 TABLETAS MASTICABLES SABOR A MENTA
39068,nombre_comercial,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MENTA,APLACAL 750 MG X 80 TABLETAS MASTICABLES SABOR A MENTA
39069,nombre_comercial,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MANDARINA,APLACAL 750 MG X 80 TABLETAS MASTICABLES SABOR A MANDARINA
39070,nombre_comercial,ARANDA 5 mg - 50 mg X 10 CAPSULAS,ARANDA 5 MG - 50 MG X 10 CAPSULAS
39071,nombre_comercial,ARANDA 5 mg - 50 mg X 30 CAPSULAS,ARANDA 5 MG - 50 MG X 30 CAPSULAS
39072,nombre_comercial,ARBIXIL 15 mg - 10 mcg / 5 mL JARABE,ARBIXIL 15 MG - 10 MCG / 5 ML JARABE
39073,nombre_comercial,"ARBIXIL 7,5 mg - 5 mcg / 5 mL JARABE",ARBIXIL 7.5 MG - 5 MCG / 5 ML JARABE
39074,nombre_comercial,"ARBIXIL 7,5 mg - 5 mcg / mL SOLUCION ORAL",ARBIXIL 7.5 MG - 5 MCG / ML SOLUCION ORAL
39075,nombre_comercial,"ARESAN HCT 20 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",ARESAN HCT 20 MG - 12.5 MG X 10 TABLETAS RECUBIERTAS
39076,nombre_comercial,ARTRODAR 50 mg X 30 CAPSULAS,ARTRODAR 50 MG X 30 CAPSULAS
39077,nombre_comercial,"ASCAFYL SC 80 mg -  0,4 mg / mL SOLUCION ORAL",ASCAFYL SC 80 MG - 0.4 MG / ML SOLUCION ORAL
39078,nombre_comercial,ASPIXAN 81 mg X 100 TABLETAS CON RECUBRIMIENTO ENTERICO,ASPIXAN 81 MG X 100 TABLETAS CON RECUBRIMIENTO ENTERICO
39079,nombre_comercial,ASTRIMOL 5 mg X 30 TABLETAS RECUBIERTAS,ASTRIMOL 5 MG X 30 TABLETAS RECUBIERTAS
39080,nombre_comercial,ATAMEL 100 mg / mL SOLUCION ORAL,ATAMEL 100 MG / ML SOLUCION ORAL
39081,nombre_comercial,ATAMEL PLUS 500 mg - 32 mg X 10 TABLETAS,ATAMEL PLUS 500 MG - 32 MG X 10 TABLETAS
39082,nombre_comercial,ATENOLOL 100 mg COMPRIMIDOS,ATENOLOL 100 MG COMPRIMIDOS
39083,nombre_comercial,ATENOLOL 50 mg X 30 COMPRIMIDOS,ATENOLOL 50 MG X 30 COMPRIMIDOS
39084,nombre_comercial,ATORVASTATINA - EZETIMIBA 20 mg - 10 mg COMPRIMIDOS RECUBIERTOS,ATORVASTATINA - EZETIMIBA 20 MG - 10 MG COMPRIMIDOS RECUBIERTOS
39085,nombre_comercial,ATORVASTATINA 20 mg COMPRIMIDOS RECUBIERTOS,ATORVASTATINA 20 MG COMPRIMIDOS RECUBIERTOS
39086,nombre_comercial,ATORVASTATINA 40 mg COMPRIMIDOS RECUBIERTOS,ATORVASTATINA 40 MG COMPRIMIDOS RECUBIERTOS
39087,nombre_comercial,ATORVASTATINA 40 mg X 30 TABLETAS RECUBIERTAS,ATORVASTATINA 40 MG X 30 TABLETAS RECUBIERTAS
39088,nombre_comercial,ATROVERAN 10 mg X 10 TABLETAS RECUBIERTAS,ATROVERAN 10 MG X 10 TABLETAS RECUBIERTAS
39089,nombre_comercial,ATROVERAN FORTE 20mg TABLETAS RECUBIERTAS,ATROVERAN FORTE 20 MG TABLETAS RECUBIERTAS
39090,nombre_comercial,AZITROMICINA 500 mg COMPRIMIDOS RECUBIERTOS,AZITROMICINA 500 MG COMPRIMIDOS RECUBIERTOS
39091,nombre_comercial,"AZUTAN 0,15 % COLUTORIO",AZUTAN 0.15 % COLUTORIO
39092,nombre_comercial,BACITRACINA 500 UI / g UNGUENTO,BACITRACINA 500 UI / G UNGUENTO
39094,nombre_comercial,"BETADERM 0,05 % CREMA",BETADERM 0.05 % CREMA
39095,nombre_comercial,"BETADERM CON GENTAMICINA 0,1 % - 0,1 % X 1 CREMA",BETADERM CON GENTAMICINA 0.1 % - 0.1 % X 1 CREMA
39096,nombre_comercial,BETAMETASONA 4 mg / mL X 1 AMPOLLAS,BETAMETASONA 4 MG / ML X 1 AMPOLLA
39096,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
39097,nombre_comercial,BICARBONATO DE SODIO AL 5 % X 1 AMPOLLAS,BICARBONATO DE SODIO AL 5 % X 1 AMPOLLA
39097,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
39098,nombre_comercial,BIOCOR 20 mg X 30 TABLETAS RECUBIERTAS,BIOCOR 20 MG X 30 TABLETAS RECUBIERTAS
39099,nombre_comercial,OLMESARTAN MEDOXOMILO 40 mg X 30 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO 40 MG X 30 TABLETAS RECUBIERTAS
39100,nombre_comercial,CARIBAN FORTE 20 mg - 20 mg X 20 COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,CARIBAN FORTE 20 MG - 20 MG X 20 COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA
39101,nombre_comercial,BIOTALOL PE 10 mg - 5 mg COMPRIMIDOS RECUBIERTOS,BIOTALOL PE 10 MG - 5 MG COMPRIMIDOS RECUBIERTOS
39102,nombre_comercial,"BIOTALOL HCT 2,5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",BIOTALOL HCT 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS
39103,nombre_comercial,BIOTALOL PE 5 mg - 10 mg COMPRIMIDOS RECUBIERTOS ,BIOTALOL PE 5 MG - 10 MG COMPRIMIDOS RECUBIERTOS
39104,nombre_comercial,"BIPROLIL 2,5 mg COMPRIMIDOS RECUBIERTOS",BIPROLIL 2.5 MG COMPRIMIDOS RECUBIERTOS
39105,nombre_comercial,"BISOPROLOL FUMARATO 1,25 mg COMPRIMIDOS RECUBIERTOS",BISOPROLOL FUMARATO 1.25 MG COMPRIMIDOS RECUBIERTOS
39106,nombre_comercial,"BISOPROLOL FUMARATO 2,5 mg X 30 TABLETAS RECUBIERTAS",BISOPROLOL FUMARATO 2.5 MG X 30 TABLETAS RECUBIERTAS
39107,nombre_comercial,BISOPROLOL FUMARATO 5 mg COMPRIMIDOS RECUBIERTOS,BISOPROLOL FUMARATO 5 MG COMPRIMIDOS RECUBIERTOS
39108,nombre_comercial,"BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS
39109,nombre_comercial,"BISOPROLOL FUMARATO - HIDROCLOROTIZIDA 2,5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",BISOPROLOL FUMARATO - HIDROCLOROTIZIDA 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS
39110,nombre_comercial,"BISOPROLOL FUMARATO 2,5 mg COMPRIMIDOS RECUBIERTOS",BISOPROLOL FUMARATO 2.5 MG COMPRIMIDOS RECUBIERTOS
39111,nombre_comercial,"BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS
39112,nombre_comercial,BONAMES 150 mg X 1 TABLETAS RECUBIERTAS,BONAMES 150 MG X 1 TABLETA RECUBIERTA
39112,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
39113,nombre_comercial,BRAL 500 mg / mL X 100 AMPOLLAS,BRAL 500 MG / ML X 100 AMPOLLAS
39114,nombre_comercial,BRAL 500 mg / mL X 20 AMPOLLAS,BRAL 500 MG / ML X 20 AMPOLLAS
39115,nombre_comercial,BRASARTAN 80 mg X 30 CAPSULAS,BRASARTAN 80 MG X 30 CAPSULAS
39116,nombre_comercial,"BRASARTAN CTDN 160 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",BRASARTAN CTDN 160 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS
39117,nombre_comercial,BROLAT 5 mg - 30 mg / 5 mL X 10 SOLUCION ORAL,BROLAT 5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL
39118,nombre_comercial,BROMHEXINA CLORHIDRATO 4 mg / 5 mL JARABE,BROMHEXINA CLORHIDRATO 4 MG / 5 ML JARABE
39119,nombre_comercial,CALCIO OSTELIN FORTE 300 mg - 200 UI / 5 mL X 30 SUSPENSION,CALCIO OSTELIN FORTE 300 MG - 200 UI / 5 ML X 30 SUSPENSION
39120,nombre_comercial,CAMPAL P 15 mg / mL SUSPENSIÓN ORAL,CAMPAL P 15 MG / ML SUSPENSION ORAL
39121,nombre_comercial,CANDESARTAN CILEXETILO 8 mg COMPRIMIDOS,CANDESARTAN CILEXETILO 8 MG COMPRIMIDOS
39122,nombre_comercial,CAPTOPRIL 25 mg X 30 TABLETAS,CAPTOPRIL 25 MG X 30 TABLETAS
39123,nombre_comercial,CAPTOPRIL 25 mg X 20 TABLETAS,CAPTOPRIL 25 MG X 20 TABLETAS
39124,nombre_comercial,CARBAMAZEPINA 200 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,CARBAMAZEPINA 200 MG COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA
39125,nombre_comercial,CARBETAL 16 mg X 30 TABLETAS,CARBETAL 16 MG X 30 TABLETAS
39126,nombre_comercial,CARBETAL 8 mg X 30 TABLETAS,CARBETAL 8 MG X 30 TABLETAS
39127,nombre_comercial,"CARICEL 2 mg - 0,02 mg COMPRIMIDOS RECUBIERTOS",CARICEL 2 MG - 0.02 MG COMPRIMIDOS RECUBIERTOS
39128,nombre_comercial,"CARVEDILOL 12,5 mg X 20 TABLETAS RECUBIERTAS",CARVEDILOL 12.5 MG X 20 TABLETAS RECUBIERTAS
39129,nombre_comercial,"CARVEDILOL 12,5 mg X 30 TABLETAS RECUBIERTAS",CARVEDILOL 12.5 MG X 30 TABLETAS RECUBIERTAS
39130,nombre_comercial,CARVEDILOL 25 mg X 20 TABLETAS RECUBIERTAS,CARVEDILOL 25 MG X 20 TABLETAS RECUBIERTAS
39131,nombre_comercial,"CARVEDILOL 6,25 mg COMPRIMIDOS",CARVEDILOL 6.25 MG COMPRIMIDOS
39132,nombre_comercial,"CARVEDILOL 6,25 mg COMPRIMIDOS",CARVEDILOL 6.25 MG COMPRIMIDOS
39133,nombre_comercial,CETERIX 10 mg COMPRIMIDOS,CETERIX 10 MG COMPRIMIDOS
39134,nombre_comercial,CETIRIZINA CLORHIDRATO 10 mg / mL SOLUCION ORAL GOTAS,CETIRIZINA CLORHIDRATO 10 MG / ML SOLUCION ORAL GOTAS
39135,nombre_comercial,CETIRIZINA 1 mg / mL SOLUCION ORAL,CETIRIZINA 1 MG / ML SOLUCION ORAL
39136,nombre_comercial,CLORHIDRATO DE MORFINA 10 mg / mL X 10 AMPOLLAS,CLORHIDRATO DE MORFINA 10 MG / ML X 10 AMPOLLAS
39137,nombre_comercial,CETRAL 5 mg / 5 mL SOLUCION ORAL,CETRAL 5 MG / 5 ML SOLUCION ORAL
39139,nombre_comercial,CIPROFLOXACINA 500 mg COMPRIMIDOS RECUBIERTOS,CIPROFLOXACINA 500 MG COMPRIMIDOS RECUBIERTOS
39140,nombre_comercial,CIPROFLOXACINA 500 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROGRAMADA,CIPROFLOXACINA 500 MG COMPRIMIDOS RECUBIERTOS DE LIBERACION PROGRAMADA
39141,nombre_comercial,CIPROFLOXACINA 500 mg X 6 TABLETAS RECUBIERTAS,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS
39142,nombre_comercial,CIPROFLOXACINA 750 mg COMPRIMIDOS RECUBIERTOS,CIPROFLOXACINA 750 MG COMPRIMIDOS RECUBIERTOS
39143,nombre_comercial,CLARITROMICINA 500 mg COMPRIMIDOS RECUBIERTOS,CLARITROMICINA 500 MG COMPRIMIDOS RECUBIERTOS
39144,nombre_comercial,CLINDAMICINA 300 mg X 16 CAPSULAS,CLINDAMICINA 300 MG X 16 CAPSULAS
39145,nombre_comercial,CLINDOX - D 12 mg / mL SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,CLINDOX - D 12 MG / ML SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA
39146,nombre_comercial,GYNO CLOCIM 1% CREMA VAGINAL,GYNO CLOCIM 1 % CREMA VAGINAL
39147,nombre_comercial,CLOPIDOGREL 75 mg COMPRIMIDOS RECUBIERTOS,CLOPIDOGREL 75 MG COMPRIMIDOS RECUBIERTOS
39148,nombre_comercial,CLORACE 500 mg – 4 mg X 10 GRANULOS PARA SOLUCIÓN ORAL SABOR A LIMÓN,CLORACE 500 MG – 4 MG X 10 GRANULOS PARA SOLUCION ORAL SABOR A LIMON
39148,presentacion,X 10 GRANULOS PARA SOLUCIÓN ORAL SABOR A LIMÓN,X 10 GRANULOS PARA SOLUCION ORAL SABOR A LIMON
39149,nombre_comercial,CLORACE 500 mg – 4 mg X 20 GRANULOS PARA SOLUCIÓN ORAL SABOR A LIMÓN,CLORACE 500 MG – 4 MG X 20 GRANULOS PARA SOLUCION ORAL SABOR A LIMON
39149,presentacion,X 20 GRANULOS PARA SOLUCIÓN ORAL SABOR A LIMÓN,X 20 GRANULOS PARA SOLUCION ORAL SABOR A LIMON
39150,nombre_comercial,"CLORURO DE POTASIO 7,5 % SOLUCION HIPERTONICA X 1 AMPOLLAS",CLORURO DE POTASIO 7.5 % SOLUCION HIPERTONICA X 1 AMPOLLA
39150,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
39154,nombre_comercial,COFASUR 160 mg X 30 TABLETAS RECUBIERTAS,COFASUR 160 MG X 30 TABLETAS RECUBIERTAS
39155,nombre_comercial,"COFASUR PLUS 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",COFASUR PLUS 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS
39156,nombre_comercial,COLVAL 4 mg / 2 mL X 2 AMPOLLAS,COLVAL 4 MG / 2 ML X 2 AMPOLLAS
39157,nombre_comercial,TIMOGLOBULINA (INMUNOGLOBULINA DE CONEJO ANTITIMOCITOS HUMANOS) 5 mg / mL X 3 AMPOLLAS,TIMOGLOBULINA (INMUNOGLOBULINA DE CONEJO ANTITIMOCITOS HUMANOS) 5 MG / ML X 3 AMPOLLAS
39159,nombre_comercial,TERAGRIPFORTE DIA 650 mg - 30 mg X 20 TABLETAS RECUBIERTAS,TERAGRIPFORTE DIA 650 MG - 30 MG X 20 TABLETAS RECUBIERTAS
39160,nombre_comercial,"CORENTEL H 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",CORENTEL H 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS
39161,nombre_comercial,"CORENTEL H 5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",CORENTEL H 5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS
39162,nombre_comercial,COROPRES 16 mg COMPRIMIDOS,COROPRES 16 MG COMPRIMIDOS
39163,nombre_comercial,"COROPRES HCT 32 mg - 12,5 mg COMPRIMIDOS",COROPRES HCT 32 MG - 12.5 MG COMPRIMIDOS
39164,nombre_comercial,"COVENTROL 12,5 mg COMPRIMIDOS",COVENTROL 12.5 MG COMPRIMIDOS
39165,nombre_comercial,CRISOMET 50 mg - 850 mg X 10 TABLETAS RECUBIERTAS,CRISOMET 50 MG - 850 MG X 10 TABLETAS RECUBIERTAS
39166,nombre_comercial,CRISOMET 50 mg - 850 mg X 30 TABLETAS RECUBIERTAS,CRISOMET 50 MG - 850 MG X 30 TABLETAS RECUBIERTAS
39167,nombre_comercial,"CURPINOL 12,5 mg COMPRIMIDOS",CURPINOL 12.5 MG COMPRIMIDOS
39168,nombre_comercial,CURPINOL 25 mg COMPRIMIDOS,CURPINOL 25 MG COMPRIMIDOS
39169,nombre_comercial,DOL FORTE 500 mg - 65 mg X 10 TABLETAS,DOL FORTE 500 MG - 65 MG X 10 TABLETAS
39170,nombre_comercial,DOL FORTE 500 mg - 65 mg X 4 TABLETAS,DOL FORTE 500 MG - 65 MG X 4 TABLETAS
39171,nombre_comercial,DAYZOL 600 mg - 4 mg COMPRIMIDOS RECUBIERTOS,DAYZOL 600 MG - 4 MG COMPRIMIDOS RECUBIERTOS
39172,nombre_comercial,DEFLAZACORT 6 mg COMPRIMIDOS,DEFLAZACORT 6 MG COMPRIMIDOS
39173,nombre_comercial,ZARCOT 6 mg X 10 TABLETAS,ZARCOT 6 MG X 10 TABLETAS
39174,nombre_comercial,"DERMAZOL 0,05 % UNGUENTO",DERMAZOL 0.05 % UNGUENTO
39175,nombre_comercial,"DERMAZOL 0,05 % CREMA",DERMAZOL 0.05 % CREMA
39176,nombre_comercial,"DESLORATADINA 0,5 mg / mL SOLUCION ORAL",DESLORATADINA 0.5 MG / ML SOLUCION ORAL
